name,maintainers,url,features
Computational Geometry Algorithms,"Robert Derber, Tao Ju",http://students.engineering.wustl.edu/comp_geo_algorithms/,"Graham Scan, Quick Hull, Segment Intersection, Dual Points, Line Arrangements"
